COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share
New Zealand,SEP2017,September 2017,2017,9,September,Solar,6.653,3,76.347,40.621,0.001843260007436209
New Zealand,SEP2017,September 2017,2017,9,September,Geothermal,618.041,4,7577.978,5751.199,0.1712325654976525
New Zealand,SEP2017,September 2017,2017,9,September,Total combustible fuels,494.477,7,8318.396,5628.493,0.13699829831610316
New Zealand,SEP2017,September 2017,2017,9,September,Coal,47.213,8,1133.136,813.613,0.013080690625445023
New Zealand,SEP2017,September 2017,2017,9,September,Oil,0.175,9,5.507,2.777,4.848496938243448e-05
New Zealand,SEP2017,September 2017,2017,9,September,Natural gas,395.781,10,6614.672,4368.217,0.10965388381228172
New Zealand,SEP2017,September 2017,2017,9,September,Combustible renewables,51.308,11,565.081,443.886,0.01421523890899399
New Zealand,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,0,12,0,0,0
New Zealand,SEP2017,September 2017,2017,9,September,Not specified,3.873,13,46.476,38.232,0.00107304163667525
New Zealand,SEP2017,September 2017,2017,9,September,Net electricity production,3609.366,14,43012.211,32303.534,1
New Zealand,SEP2017,September 2017,2017,9,September,Total imports,0,15,0,0,0
New Zealand,SEP2017,September 2017,2017,9,September,Total exports,0,16,0,0,0
New Zealand,SEP2017,September 2017,2017,9,September,Electricity supplied,3609.366,17,43012.211,32303.534,1
New Zealand,SEP2017,September 2017,2017,9,September,Used for pumped storage,0,18,0,0,0
New Zealand,SEP2017,September 2017,2017,9,September,Distribution losses,264.266,19,2944.188,2232.357,0.07321673667896246
New Zealand,SEP2017,September 2017,2017,9,September,Final consumption,3345.1,20,40068.023,30071.177,0.9267832633210376
New Zealand,SEP2017,September 2017,2017,9,September,Electricity trade,0,21,0,0,0
New Zealand,SEP2017,September 2017,2017,9,September,Renewables,3162.324,22,35212.42,27080.695,0.8761438989562156
New Zealand,SEP2017,September 2017,2017,9,September,Non-renewables,447.042,23,7799.791,5222.839,0.12385610104378442
New Zealand,SEP2017,September 2017,2017,9,September,Others,4.048,24,51.983,41.009,0.0011215266060576844
New Zealand,SEP2017,September 2017,2017,9,September,Other renewables aggregated,669.349,25,8143.059,6195.085,0.1854478044066465
New Zealand,SEP2017,September 2017,2017,9,September,Low carbon,3166.197,26,35258.896,27118.927,0.8772169405928909
New Zealand,SEP2017,September 2017,2017,9,September,Fossil fuels,447.042,27,7799.791,5222.839,0.12385610104378442
North Macedonia,SEP2017,September 2017,2017,9,September,Hydro,37.148,1,1087.025,1283.478,0.1115733134703121
North Macedonia,SEP2017,September 2017,2017,9,September,Wind,6.844,2,110.48,73.652,0.02055582420024809
North Macedonia,SEP2017,September 2017,2017,9,September,Solar,2.092,3,23.751,19.744,0.006283282324213764
North Macedonia,SEP2017,September 2017,2017,9,September,Total combustible fuels,286.864,7,4005.609,2246.871,0.8615905834862605
North Macedonia,SEP2017,September 2017,2017,9,September,Coal,235.204,8,3114.26,1806.271,0.7064307532430086
North Macedonia,SEP2017,September 2017,2017,9,September,Oil,5.382,9,81.691,62.818,0.016164734927781296
North Macedonia,SEP2017,September 2017,2017,9,September,Natural gas,42.082,10,762.248,355.288,0.12639248889462887
North Macedonia,SEP2017,September 2017,2017,9,September,Combustible renewables,4.194,11,47.408,22.495,0.012596599458772718
North Macedonia,SEP2017,September 2017,2017,9,September,Net electricity production,332.947,14,5226.866,3623.743,1
North Macedonia,SEP2017,September 2017,2017,9,September,Total imports,188.088,15,2293.571,1618.709,0.5649187408206111
North Macedonia,SEP2017,September 2017,2017,9,September,Total exports,26.701,16,311.024,62.942,0.08019594710269203
North Macedonia,SEP2017,September 2017,2017,9,September,Electricity supplied,494.334,17,7209.413,5179.51,1.484722793717919
North Macedonia,SEP2017,September 2017,2017,9,September,Distribution losses,40.578,19,1004.157,713.009,0.12187525341871229
North Macedonia,SEP2017,September 2017,2017,9,September,Final consumption,453.756,20,6205.253,4466.501,1.3628475402992066
North Macedonia,SEP2017,September 2017,2017,9,September,Electricity trade,-161.387,21,-1982.547,-1555.767,-0.48472279371791904
North Macedonia,SEP2017,September 2017,2017,9,September,Renewables,50.278,22,1268.664,1399.369,0.15100901945354667
North Macedonia,SEP2017,September 2017,2017,9,September,Non-renewables,282.668,23,3958.199,2224.377,0.8489879770654188
North Macedonia,SEP2017,September 2017,2017,9,September,Others,5.382,24,81.691,62.818,0.016164734927781296
North Macedonia,SEP2017,September 2017,2017,9,September,Other renewables aggregated,4.194,25,47.408,22.495,0.012596599458772718
North Macedonia,SEP2017,September 2017,2017,9,September,Low carbon,50.278,26,1268.664,1399.369,0.15100901945354667
North Macedonia,SEP2017,September 2017,2017,9,September,Fossil fuels,282.668,27,3958.199,2224.377,0.8489879770654188
Norway,SEP2017,September 2017,2017,9,September,Hydro,10775.645,1,142397.002,105268.459,0.9522590208659056
Norway,SEP2017,September 2017,2017,9,September,Wind,258.347,2,2852.002,1417.493,0.022830490542667663
Norway,SEP2017,September 2017,2017,9,September,Solar,0,3,0,0,0
Norway,SEP2017,September 2017,2017,9,September,Geothermal,0,4,0,0,0
Norway,SEP2017,September 2017,2017,9,September,Total combustible fuels,254.884,7,3189.999,2410.353,0.02252446032459175
Norway,SEP2017,September 2017,2017,9,September,Coal,11.238,8,186.001,120.848,0.0009931179875071095
Norway,SEP2017,September 2017,2017,9,September,Oil,1.692,9,28,24.831,0.0001495244380549946
Norway,SEP2017,September 2017,2017,9,September,Natural gas,208.273,10,2521.001,1944.981,0.018405380193278892
Norway,SEP2017,September 2017,2017,9,September,Combustible renewables,19.783,11,258.998,170.018,0.0017482517482517483
Norway,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,13.898,12,195.999,149.675,0.001228185957499004
Norway,SEP2017,September 2017,2017,9,September,Not specified,27,13,324,231.003,0.00238602826683502
Norway,SEP2017,September 2017,2017,9,September,Net electricity production,11315.876,14,148763.003,109327.308,1
Norway,SEP2017,September 2017,2017,9,September,Total imports,109.673,15,6111,3767.53,0.009691958448466561
Norway,SEP2017,September 2017,2017,9,September,Total exports,2217.91,16,21276,17587.15,0.19599985012207627
Norway,SEP2017,September 2017,2017,9,September,Electricity supplied,9207.639,17,133598.003,95507.688,0.8136921083263902
Norway,SEP2017,September 2017,2017,9,September,Used for pumped storage,48.36,18,1065.001,812.1,0.004273641740153392
Norway,SEP2017,September 2017,2017,9,September,Distribution losses,696.552,19,9152.999,6756.455,0.06155528745631359
Norway,SEP2017,September 2017,2017,9,September,Final consumption,8462.727,20,123380.003,87939.133,0.7478631791299234
Norway,SEP2017,September 2017,2017,9,September,Electricity trade,2108.237,21,15165,13819.62,0.18630789167360973
Norway,SEP2017,September 2017,2017,9,September,Renewables,11053.775,22,145508.002,106855.97,0.9768377631568249
Norway,SEP2017,September 2017,2017,9,September,Non-renewables,262.101,23,3255.001,2471.338,0.023162236843175022
Norway,SEP2017,September 2017,2017,9,September,Others,42.59,24,547.999,405.509,0.003763738662389019
Norway,SEP2017,September 2017,2017,9,September,Other renewables aggregated,19.783,25,258.998,170.018,0.0017482517482517483
Norway,SEP2017,September 2017,2017,9,September,Low carbon,11080.775,26,145832.002,107086.973,0.9792237914236599
Norway,SEP2017,September 2017,2017,9,September,Fossil fuels,262.101,27,3255.001,2471.338,0.023162236843175022
OECD Americas,SEP2017,September 2017,2017,9,September,Hydro,60061.424,1,827110.009,584942.074,0.14044886045475663
OECD Americas,SEP2017,September 2017,2017,9,September,Wind,19845.741,2,299080.62,194141.58,0.046407686043711566
OECD Americas,SEP2017,September 2017,2017,9,September,Solar,7699.125,3,78640.425,43562.681,0.01800379113137125
OECD Americas,SEP2017,September 2017,2017,9,September,Geothermal,1776.646,4,21643.564,15977.443,0.004154545289027805
OECD Americas,SEP2017,September 2017,2017,9,September,Nuclear,76149.167,6,911086.64,686355.667,0.1780687672295109
OECD Americas,SEP2017,September 2017,2017,9,September,Total combustible fuels,261718.217,7,3050888.197,2446445.395,0.6120072234368056
OECD Americas,SEP2017,September 2017,2017,9,September,Coal,111017.962,8,1363202.591,1060336.858,0.25960666954732003
OECD Americas,SEP2017,September 2017,2017,9,September,Oil,6200.08,9,76724.27,60941.612,0.014498393689905313
OECD Americas,SEP2017,September 2017,2017,9,September,Natural gas,137209.472,10,1516926.807,1255569.485,0.32085343141379463
OECD Americas,SEP2017,September 2017,2017,9,September,Combustible renewables,6540.74,11,84724.017,62287.189,0.015294999990856775
OECD Americas,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,749.963,12,9310.512,7310.251,0.001753728794928849
OECD Americas,SEP2017,September 2017,2017,9,September,Not specified,388.778,13,5035.204,4130.121,0.0009091264148162618
OECD Americas,SEP2017,September 2017,2017,9,September,Net electricity production,427639.098,14,5193490.657,3975569.679,1
OECD Americas,SEP2017,September 2017,2017,9,September,Total imports,5320.81,15,77818.078,64112.117,0.01244229076547159
OECD Americas,SEP2017,September 2017,2017,9,September,Total exports,7130.084,16,83263.48,61287.364,0.016673134036027736
OECD Americas,SEP2017,September 2017,2017,9,September,Electricity supplied,425829.824,17,5188045.255,3978394.432,0.9957691567294439
OECD Americas,SEP2017,September 2017,2017,9,September,Used for pumped storage,2722.267,18,29456.638,22628.047,0.0063658047468802765
OECD Americas,SEP2017,September 2017,2017,9,September,Distribution losses,17962.602,19,315171.483,243866.349,0.042004115348685915
OECD Americas,SEP2017,September 2017,2017,9,September,Final consumption,405144.955,20,4843417.134,3711900.036,0.9473992366338777
OECD Americas,SEP2017,September 2017,2017,9,September,Electricity trade,1809.274,21,5445.402,-2824.753,0.004230843270556145
OECD Americas,SEP2017,September 2017,2017,9,September,Renewables,95923.676,22,1311204.633,900925.685,0.22430988290972403
OECD Americas,SEP2017,September 2017,2017,9,September,Non-renewables,331715.422,23,3882286.024,3074643.994,0.775690117090276
OECD Americas,SEP2017,September 2017,2017,9,September,Others,7338.821,24,91069.986,72381.984,0.017161248899650424
OECD Americas,SEP2017,September 2017,2017,9,September,Other renewables aggregated,8317.386,25,106373.579,78279.35,0.019449545279884583
OECD Americas,SEP2017,September 2017,2017,9,September,Low carbon,172461.621,26,2227326.477,1591411.473,0.40328777655405124
OECD Americas,SEP2017,September 2017,2017,9,September,Fossil fuels,255566.255,27,2971199.384,2388288.327,0.5976213498607651
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Hydro,11690.220229,1,134061.565373,105232.946194,0.07996435743649687
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Wind,2407.340897,2,24207.809631,17301.480079,0.0164668812210796
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Solar,6227.297582,3,69513.744517,42718.859425,0.04259644728293344
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Geothermal,800.428,4,9771.565,7475.356,0.0054751501203887465
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Other renewables,40.789,5,489.468,371.997,0.0002790081034903034
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Nuclear,14785.145,6,169029.803,132572.132,0.10113450357398175
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Total combustible fuels,108496.83177,7,1437681.652406,1080728.22335,0.742148502460325
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Coal,60660.732912,8,735823.817462,540879.886306,0.4149362829711184
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Oil,3741.775474,9,81459.310535,83541.653496,0.025594784836286036
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Natural gas,39948.884851,10,572465.34027,422610.26938,0.273261482233691
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Combustible renewables,2695.728533,11,29780.582142,22032.390168,0.01843953285241187
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,1449.71,12,18152.602,11664.024,0.009916419566817714
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Not specified,1744.834,13,20676.799,15626.871,0.011935149801304274
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Net electricity production,146192.886478,14,1865432.406927,1402027.865046,1
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Total imports,0,15,0,0,0
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Total exports,0,16,0,0,0
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Electricity supplied,146192.886478,17,1865432.406927,1402027.865046,1
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Used for pumped storage,1409.11582,18,15732.465279,10114.103534,0.009638744086307185
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Distribution losses,5672.451062,19,73558.596302,58707.152789,0.03880114278237214
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Final consumption,139111.319595,20,1776141.345346,1333206.608721,0.9515601131244804
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Electricity trade,0,21,0,0,0
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Renewables,23861.804241,22,267824.734663,195133.028866,0.16322137701680084
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Non-renewables,122331.082237,23,1597607.672267,1206894.836182,0.8367786229831992
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Others,6936.319474,24,120288.711535,110832.548496,0.04744635420440802
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Other renewables aggregated,3536.945533,25,40041.615142,29879.743168,0.02419369107629092
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Low carbon,40391.783241,26,457531.336663,343332.031866,0.2762910303920868
OECD Asia Oceania,SEP2017,September 2017,2017,9,September,Fossil fuels,107545.937237,27,1428577.869267,1074322.704182,0.7356441194092175
OECD Europe,SEP2017,September 2017,2017,9,September,Hydro,43965.627,1,553364.173,474427.6,0.161135780495185
OECD Europe,SEP2017,September 2017,2017,9,September,Wind,24146.189,2,368116.489,224781.704,0.08849674793672908
OECD Europe,SEP2017,September 2017,2017,9,September,Solar,10929.265,3,119127.269,95308.868,0.04005619312590966
OECD Europe,SEP2017,September 2017,2017,9,September,Geothermal,1313.544,4,16338.133,11391.484,0.004814191269347013
OECD Europe,SEP2017,September 2017,2017,9,September,Other renewables,43.293,5,519.516,370.8,0.00015867057565170273
OECD Europe,SEP2017,September 2017,2017,9,September,Nuclear,61294.755,6,780147.407,593007.248,0.22464772735269176
OECD Europe,SEP2017,September 2017,2017,9,September,Total combustible fuels,130549.671,7,1687768.669,1162852.263,0.4784697629803988
OECD Europe,SEP2017,September 2017,2017,9,September,Coal,55996.851,8,713646.464,527162.905,0.20523069740726277
OECD Europe,SEP2017,September 2017,2017,9,September,Oil,3820.018,9,52285.968,39850.889,0.014000518676457307
OECD Europe,SEP2017,September 2017,2017,9,September,Natural gas,55335.758,10,719504.102,451413.217,0.20280776513485588
OECD Europe,SEP2017,September 2017,2017,9,September,Combustible renewables,13383.42,11,177160.434,125541.118,0.04905076930655098
OECD Europe,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,2013.624,12,25171.701,18884.134,0.007380012455271852
OECD Europe,SEP2017,September 2017,2017,9,September,Not specified,605.976,13,7158.212,5088.145,0.0022209262640869474
OECD Europe,SEP2017,September 2017,2017,9,September,Net electricity production,272848.32,14,3532539.868,2567228.112,1
OECD Europe,SEP2017,September 2017,2017,9,September,Total imports,30508.858,15,408454.428,308352.833,0.11181618417148399
OECD Europe,SEP2017,September 2017,2017,9,September,Total exports,30074.032,16,407901.663,298412.176,0.11022252949917374
OECD Europe,SEP2017,September 2017,2017,9,September,Electricity supplied,273283.146,17,3533092.633,2577168.769,1.0015936546723103
OECD Europe,SEP2017,September 2017,2017,9,September,Used for pumped storage,3092.002,18,46071.658,32061.22,0.011332310933781816
OECD Europe,SEP2017,September 2017,2017,9,September,Distribution losses,17974.191,19,241240.299,179494.573,0.0658761285391092
OECD Europe,SEP2017,September 2017,2017,9,September,Final consumption,252216.953,20,3245780.676,2365612.976,0.9243852151994192
OECD Europe,SEP2017,September 2017,2017,9,September,Electricity trade,-434.826,21,-552.765,-9940.657,-0.0015936546723102419
OECD Europe,SEP2017,September 2017,2017,9,September,Renewables,93781.338,22,1234626.014,931821.574,0.34371235270937345
OECD Europe,SEP2017,September 2017,2017,9,September,Non-renewables,179066.982,23,2297913.854,1635406.538,0.6562876472906265
OECD Europe,SEP2017,September 2017,2017,9,September,Others,6439.618,24,84615.881,63823.168,0.02360145739581611
OECD Europe,SEP2017,September 2017,2017,9,September,Other renewables aggregated,14740.257,25,194018.083,137303.402,0.05402363115154969
OECD Europe,SEP2017,September 2017,2017,9,September,Low carbon,155682.069,26,2021931.633,1529916.967,0.5705810063261522
OECD Europe,SEP2017,September 2017,2017,9,September,Fossil fuels,117772.227,27,1517766.447,1042399.29,0.4316399199379347
OECD Total,SEP2017,September 2017,2017,9,September,Hydro,115717.271229,1,1514535.747373,1164602.620194,0.1366717409357274
OECD Total,SEP2017,September 2017,2017,9,September,Wind,46399.270897,2,691404.918631,436224.764079,0.05480140573909574
OECD Total,SEP2017,September 2017,2017,9,September,Solar,24855.687582,3,267281.438517,181590.408425,0.029356638450830815
OECD Total,SEP2017,September 2017,2017,9,September,Geothermal,3890.618,4,47753.262,34844.283,0.004595144093258039
OECD Total,SEP2017,September 2017,2017,9,September,Other renewables,84.082,5,1014.982,757.515,9.930784920270313e-05
OECD Total,SEP2017,September 2017,2017,9,September,Nuclear,152229.067,6,1860263.85,1411935.047,0.17979521455132125
OECD Total,SEP2017,September 2017,2017,9,September,Total combustible fuels,500764.71977,7,6176338.518406,4690025.88135,0.5914448666415292
OECD Total,SEP2017,September 2017,2017,9,September,Coal,227675.545912,8,2812672.872462,2128379.649306,0.2689037936844034
OECD Total,SEP2017,September 2017,2017,9,September,Oil,13761.873474,9,210469.548535,184334.154496,0.016253919456039014
OECD Total,SEP2017,September 2017,2017,9,September,Natural gas,232494.114851,10,2808896.24927,2129592.97138,0.27459492516994183
OECD Total,SEP2017,September 2017,2017,9,September,Combustible renewables,22619.888533,11,291665.033142,209860.697168,0.026715973447552603
OECD Total,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,4213.297,12,52634.815,37858.409,0.004976254883592225
OECD Total,SEP2017,September 2017,2017,9,September,Not specified,2739.588,13,32870.215,24845.137,0.003235681739034931
OECD Total,SEP2017,September 2017,2017,9,September,Net electricity production,846680.304478,14,10591462.931927,7944825.656046,1
OECD Total,SEP2017,September 2017,2017,9,September,Total imports,35829.668,15,486272.506,372464.95,0.04231782387106536
OECD Total,SEP2017,September 2017,2017,9,September,Total exports,37204.116,16,491165.143,359699.54,0.04394116150243661
OECD Total,SEP2017,September 2017,2017,9,September,Electricity supplied,845305.856478,17,10586570.294927,7957591.066046,0.9983766623686287
OECD Total,SEP2017,September 2017,2017,9,September,Used for pumped storage,7223.38482,18,91260.761279,64803.370534,0.00853141945288712
OECD Total,SEP2017,September 2017,2017,9,September,Distribution losses,41609.244062,19,629970.378302,482068.074789,0.04914398485701537
OECD Total,SEP2017,September 2017,2017,9,September,Final consumption,796473.227595,20,9865339.155346,7410719.620721,0.9407012580575451
OECD Total,SEP2017,September 2017,2017,9,September,Electricity trade,1374.448,21,4892.637,-12765.41,0.0016233376313712438
OECD Total,SEP2017,September 2017,2017,9,September,Renewables,213566.818241,22,2813655.381663,2027880.287866,0.2522402105156673
OECD Total,SEP2017,September 2017,2017,9,September,Non-renewables,633113.486237,23,7777807.550267,5916945.368182,0.7477597894843326
OECD Total,SEP2017,September 2017,2017,9,September,Others,20714.758474,24,295974.578535,247037.700496,0.02446585607866617
OECD Total,SEP2017,September 2017,2017,9,September,Other renewables aggregated,26594.588533,25,340433.277142,245462.495168,0.03141042539001334
OECD Total,SEP2017,September 2017,2017,9,September,Low carbon,368535.473241,26,4706789.446663,3464660.471866,0.4352711068060235
OECD Total,SEP2017,September 2017,2017,9,September,Fossil fuels,480884.419237,27,5917543.700267,4505010.321182,0.5679645749330114
Poland,SEP2017,September 2017,2017,9,September,Hydro,222.948,1,2999.856,1835.075,0.018075213669670177
Poland,SEP2017,September 2017,2017,9,September,Wind,1111.839,2,14574.193,7962.038,0.09014087361749117
Poland,SEP2017,September 2017,2017,9,September,Solar,15.009,3,165.463,113.581,0.001216834786443833
Poland,SEP2017,September 2017,2017,9,September,Total combustible fuels,10979.52,7,137068.094,100508.632,0.890150034942754
Poland,SEP2017,September 2017,2017,9,September,Coal,9676.702,8,120096.949,88461.607,0.7845257919681932
Poland,SEP2017,September 2017,2017,9,September,Oil,124.739,9,1818.541,1591.197,0.010113049132268459
Poland,SEP2017,September 2017,2017,9,September,Natural gas,700.776,10,9031.538,4842.495,0.05681448559564018
Poland,SEP2017,September 2017,2017,9,September,Combustible renewables,453.826,11,5839.342,5468.676,0.03679334158122853
Poland,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,23.477,12,281.724,144.657,0.001903366665423537
Poland,SEP2017,September 2017,2017,9,September,Not specified,5.144,13,61.728,47.997,0.0004170429836409539
Poland,SEP2017,September 2017,2017,9,September,Net electricity production,12334.46,14,154869.334,110467.323,1
Poland,SEP2017,September 2017,2017,9,September,Total imports,840.836,15,13271,11535,0.06816966450091858
Poland,SEP2017,September 2017,2017,9,September,Total exports,534.193,16,10983.999,8676,0.0433089896112193
Poland,SEP2017,September 2017,2017,9,September,Electricity supplied,12641.103,17,157156.335,113326.323,1.0248606748896993
Poland,SEP2017,September 2017,2017,9,September,Used for pumped storage,56.47,18,734.881,527.001,0.004578230421112882
Poland,SEP2017,September 2017,2017,9,September,Distribution losses,711.194,19,9996,6977.556,0.05765911114065796
Poland,SEP2017,September 2017,2017,9,September,Final consumption,11873.439,20,146425.454,105821.766,0.9626233333279285
Poland,SEP2017,September 2017,2017,9,September,Electricity trade,-306.643,21,-2287.001,-2859,-0.024860674889699265
Poland,SEP2017,September 2017,2017,9,September,Renewables,1803.622,22,23578.854,15379.37,0.1462262636548337
Poland,SEP2017,September 2017,2017,9,September,Non-renewables,10530.838,23,131290.48,95087.953,0.8537737363451664
Poland,SEP2017,September 2017,2017,9,September,Others,153.36,24,2161.993,1783.851,0.012433458781332951
Poland,SEP2017,September 2017,2017,9,September,Other renewables aggregated,453.826,25,5839.342,5468.676,0.03679334158122853
Poland,SEP2017,September 2017,2017,9,September,Low carbon,1808.766,26,23640.582,15427.367,0.14664330663847466
Poland,SEP2017,September 2017,2017,9,September,Fossil fuels,10530.838,27,131290.48,95087.953,0.8537737363451664
Portugal,SEP2017,September 2017,2017,9,September,Hydro,361.764,1,7489.937,14520.124,0.07835803438219653
Portugal,SEP2017,September 2017,2017,9,September,Wind,837.417,2,12112.465,9366.039,0.18138441104763292
Portugal,SEP2017,September 2017,2017,9,September,Solar,98.534,3,991.546,703.086,0.02134245132134583
Portugal,SEP2017,September 2017,2017,9,September,Geothermal,15.432,4,193.007,107.379,0.003342569151673624
Portugal,SEP2017,September 2017,2017,9,September,Total combustible fuels,3303.661,7,36882.02,19957.077,0.7155725340971512
Portugal,SEP2017,September 2017,2017,9,September,Coal,1252.737,8,14106.765,8429.183,0.27134266792121314
Portugal,SEP2017,September 2017,2017,9,September,Oil,111.513,9,1231.155,867.612,0.02415370099861203
Portugal,SEP2017,September 2017,2017,9,September,Natural gas,1669.028,10,18174.105,8397.15,0.3615112432659101
Portugal,SEP2017,September 2017,2017,9,September,Combustible renewables,245.836,11,3097.501,2049.566,0.05324804496959804
Portugal,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,24.547,12,272.494,213.566,0.00531687694181781
Portugal,SEP2017,September 2017,2017,9,September,Not specified,0,13,0,0,0
Portugal,SEP2017,September 2017,2017,9,September,Net electricity production,4616.808,14,57668.975,44653.705,1
Portugal,SEP2017,September 2017,2017,9,September,Total imports,352.412,15,5505.73,3029.044,0.07633239242350992
Portugal,SEP2017,September 2017,2017,9,September,Total exports,604.744,16,8189.703,7641.543,0.1309874701308783
Portugal,SEP2017,September 2017,2017,9,September,Electricity supplied,4364.476,17,54985.002,40041.206,0.9453449222926316
Portugal,SEP2017,September 2017,2017,9,September,Used for pumped storage,115.296,18,2223.9,1314.186,0.024973098296485367
Portugal,SEP2017,September 2017,2017,9,September,Distribution losses,409.548,19,5100.8,3681.498,0.08870804243971159
Portugal,SEP2017,September 2017,2017,9,September,Final consumption,3839.632,20,47660.302,35045.522,0.8316637815564347
Portugal,SEP2017,September 2017,2017,9,September,Electricity trade,252.332,21,2683.973,4612.499,0.05465507770736838
Portugal,SEP2017,September 2017,2017,9,September,Renewables,1558.983,22,23884.456,26746.194,0.3376755108724469
Portugal,SEP2017,September 2017,2017,9,September,Non-renewables,3057.825,23,33784.519,17907.511,0.662324489127553
Portugal,SEP2017,September 2017,2017,9,September,Others,136.06,24,1503.649,1081.178,0.02947057794042984
Portugal,SEP2017,September 2017,2017,9,September,Other renewables aggregated,261.268,25,3290.508,2156.945,0.056590614121271664
Portugal,SEP2017,September 2017,2017,9,September,Low carbon,1558.983,26,23884.456,26746.194,0.3376755108724469
Portugal,SEP2017,September 2017,2017,9,September,Fossil fuels,3057.825,27,33784.519,17907.511,0.662324489127553
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Hydro,3739.592,1,57823.851,53100.286,0.16043053614484631
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Wind,1040.629,2,17793.167,10879.368,0.044643551595434816
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Solar,327.347,3,2817.837,741.037,0.014043364815040519
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Geothermal,432.039,4,5101.485,2913.256,0.01853470870765668
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Total combustible fuels,17686.92,7,199910.045,127070.628,0.7587785133648283
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Coal,7877.267,8,92226.22,62537.286,0.3379390500798229
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Oil,40.735,9,1135.254,862.223,0.001747553714378551
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Natural gas,9600.558,10,104538.987,62540.705,0.4118691737573761
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Combustible renewables,165.895,11,1983.462,1114.623,0.0071169859689905425
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Other combustible non-renewables,2.465,12,26.122,15.791,0.00010574984426029528
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Not specified,83.2,13,811.134,511.987,0.003569325372193334
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Net electricity production,23309.727,14,284257.519,195216.562,1
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Total imports,260.422,15,2728.269,4782.623,0.01117224581823717
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Total exports,242.453,16,3303.671,990.092,0.010401365919043153
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Electricity supplied,23327.696,17,283682.117,199009.093,1.000770879899194
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Distribution losses,2846.583,19,34659.467,26548.828,0.12211996305233434
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Final consumption,20481.113,20,249022.65,172460.265,0.8786509168468598
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Electricity trade,-17.969,21,575.402,-3792.531,-0.0007708798991940146
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Renewables,5705.502,22,85519.802,68748.57,0.2447691472319689
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Non-renewables,17604.225,23,198737.717,126467.992,0.7552308527680311
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Others,126.4,24,1972.51,1390.001,0.005422628930832181
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Other renewables aggregated,597.934,25,7084.947,4027.879,0.02565169467664722
Republic of Turkiye,SEP2017,September 2017,2017,9,September,Low carbon,5788.702,26,86330.936,69260.557,0.24833847260416222
